Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Cybersecurity Foundations: Application Security,"<p>With the application security field constantly evolving due to the development of new technologies and techniques, it’s important to keep abreast of the most recent and common vulnerabilities, and know how to defend applications against them.
</p><p> 
While securing applications today is very different than it was a few years ago due to the ever-changing nature of the cybersecurity and web development fields, the fundamentals remain the same. In this course, cloud security engineer Emmanuel Chebukati highlights the most commonly reported vulnerabilities that application security engineers will face, demonstrates them in practice, and offers solutions to remedy them or mitigate their impact. If you’re a new entry into the cybersecurity field, join Emmanuel in this course to get up to speed on identifying and fixing vulnerabilities.",Course,2026-04-04 00:17 UTC,N/A,false,N/A,
Interview Mistakes You Can’t Take Back,"Looking to excel in your next job interview? In this course, Brittany Hayles, an expert career and interview consultant, offers practical strategies to avoid common interview mistakes. Learn how to convey your alignment with company culture, structure your responses to stand out, and tackle personal questions intelligently. After this course, you'll be ready to shine in your next interview, leaving a lasting impression on future employers.",Course,2025-10-18 12:41 UTC,N/A,false,N/A,
Leading Change: Essential Skills for Program and Project Sponsors,"Leading change is always challenging, but it’s necessary to grow and improve. This is especially true if you’re managing projects or programs as a senior responsible owner at your organization. In this course, instructor Claudine Peet shows senior responsible owners—also known as SROs or project sponsors—how to be a leader who uses change management strategies to successfully deliver transformational change. Find out more about what an SRO is and where they are involved in the project and program environment. Explore your specific responsibilities, the challenges you need to overcome, and potential solutions to drive change at your organization. Along the way, get tips from Claudine on what you can do to grow your career and support your role.",Course,2022-09-11 16:52 UTC,N/A,true,N/A,
Linux Foundation Certified System Administrator (LFCS) Cert Prep,"<p>The Linux Foundation Certified System Administrator (LFCS) exam vets your ability to proficiently install, configure, and operate Linux-based systems, whether on-premises or in the cloud. Developed by The Linux Foundation to help meet the increasing demand for Linux administration talent, the exam includes both performance-based items simulating on-the-job tasks and scenarios faced by sysadmins in the real world. This course is designed to help you prepare for the exam and covers the exam’s core topics: essential Linux commands, operations deployment, users and groups, networking, and storage.</p><p>This course was created by KodeKloud. We are pleased to host this training in our library.</p>",Course,2025-08-02 12:20 UTC,N/A,false,N/A,
Introduction to Terraform on Azure (2022),"Are you wondering how to use Terraform for Azure? In this course, cloud engineer Alexandra Illarionov introduces you to everything you need to get started, including the base concepts, commands, and use-cases for Terraform in an Azure environment. Alexandra begins by defining Infrastructure as Code (IaC) and Terraform. She explains why Terraform is useful and how it compares to Bicep. Alexandra guides you through all the steps in installing and setting up Terraform in your environment, then shows you how to get started with Terraform commands, workspaces, state files, resources, and more. She steps through creating with Terraform and using Terraform to create a resource group, a virtual network, a subnet, an internal network interface, and more. After completing this course, you will know how to set up Terraform on Visual Studio Code and start deploying resources at a base level.",Course,2022-11-05 14:56 UTC,N/A,false,N/A,
Mindful Communication for Less Conflict and Stronger Relationships,"<p>In this course, communication professor Melanie Whitney teaches the foundations of mindful communication in order to speak with greater emotional intelligence, self-awareness, and conflict competence. She first helps you identify ways that your ego impacts your communication and ways to spot and lessen your reactivity while communicating. She then outlines techniques to deepen self-awareness while communicating by recognizing the ways you communicate with yourself, and shares simple mindfulness strategies to stay present during communication with others. Finally, she shows you how to navigate even the most challenging conversations through mindful listening and shares strategies to communicate in ways that invite connection and alignment.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,2025-02-14 18:28 UTC,N/A,false,N/A,
Using Large Datasets with pandas,"<p>As data grows in size and complexity, most enterprises start to think about how to migrate to a larger-format data system such as Spark. However, this move can be quite painful, and you’ll most likely need to learn an entirely new set of tools. In this course, join instructor Miki Tebeka to learn how to get started working with large datasets using pandas, the fast, powerful, flexible, and easy-to-use data analysis tool built on top of the Python programming language. Find out how to navigate storage formats, tips for saving memory, efficient memory computation strategies, and more. Along the way, Miki also demonstrates how to leverage a handful of alternatives to pandas that still use the same API, such as Dask, Polars, and Beefy VM.</p><p>This course is integrated with GitHub Codespaces, an instant cloud developer environment that offers all the functionality of your favorite IDE without the need for any local machine setup. With Codespaces, you can get hands-on practice from any machine, at any time—all while using a tool that you’ll likely encounter in the workplace. Check out the “Using GitHub Codespaces with this course” video to learn how to get started.</p>",Course,2026-01-27 12:22 UTC,N/A,false,N/A,
Learning GitLab (2022),"GitLab is a web-based tool designed to help developers collaborate more effectively throughout each phase of the software development life cycle. Curious about how to fit GitLab into your team's workflow?<br><br>In this course, Josh Samuelson shows you how, covering how to set up a GitLab project, edit files, and leverage key features to collaborate more effectively with your teammates. Learn how to use the basic GitLab editor to make changes to a file, create branch and merge requests, and interpret the Git commit history. Find out more about using key collaboration features, such as Todos and issues, a built-in ticketing system for tracking work on your projects.",Course,2025-02-08 00:43 UTC,N/A,false,N/A,
Project Management Tips,"<p>Business moves fast, and project management moves faster. Many PMs don’t have time to study, take classes, or read books. So how can you get better at project management? This series helps you improve your skills, learn useful tips, and get answers to common project management questions—in short videos you can watch on your lunch break or listen to on your commute. Get quick and easy ideas for building a project plan, effectively communicating with your team, leading project meetings, and integrating agile practices. Instructor Daniel Stanton has designed this course to help all project managers—new and experienced alike—be more successful in their roles. </p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations. </p>",Course,2022-11-28 15:02 UTC,N/A,false,N/A,
Data Analytics for Business Professionals (2022),"What can data analytics do for your business? Take a lesson from companies like Xerox and UPS, with qualitative and quantitative examples along the way. Data analytics can help cut costs, speed up delivery, generate forecasts, and improve outcomes for your business over time. In this introductory course, economist and author John Johnson shows you how to use analytics to make data-driven decisions and gain competitive advantage.<br><br>Explore examples of real-life analytics in action, distinguishing between predictive and prescriptive approaches, and learning how to formulate and pose your own questions. Find out how to collect, clean, and aggregate data from different sources across your organization, and identify when data is flawed. John gives you pointers on planning and deploying an analytics strategy that fits the specific needs of your business, covering a variety of simple techniques: averages, sampling, cherry picking, forecasting, correlation, causality, and more.",Course,2025-01-29 18:38 UTC,N/A,false,N/A,
How to Stop Wasting Time in Meetings,"Does anyone love meetings? Let's face it—meetings have a bad reputation, and we probably all know why. They can waste time, add confusion, and lack clear takeaways. The good news is that they don't have to be this way. In this course taught by creativity-productivity expert Samantha Bennett, Sam explains the various ways in which you can make meetings more impactful. She walks through how you can set a clear meeting purpose based on the stakeholders and the type of meeting, and how to get aligned on a direction and ensure all voices and perspectives are heard. She also imparts her rules for effective meetings, how to follow up, and how to hold folks accountable after your meeting. If you take the time to watch this course, you might just find yourself making more of your time in your next meeting.
<br><br>This course was created by <a href=""http://www.onlymadecraft.com"" target=""_blank"">Madecraft</a>. We are pleased to host this training in our library.<br><br><img src=""https://media.licdn.com/media/AAYAAgCwAAoAAQAAAAAAAHppnBQxgeyWS2CsU3aDDPcMgw.jpg"" height=""20%"" width=""20%"">",Course,2023-01-04 20:19 UTC,N/A,false,N/A,
Instructional Design Essentials: Models of ID,"Instructional design (ID) models are frameworks that help you create quality training. In this course, instructional design expert Dr. Joe Pulichino explores some of the most salient models of ID, illuminating the connections between learning and ID. Joe dives into common models such as ADDIE and SAM, and provides examples of when each model might be most appropriate for producing engaging and effective instructional materials. Plus, he shares how key learning theories can guide your ID efforts, as well as how rapid prototyping can help you boost your efficiency as you design your training.",Course,2023-12-09 02:25 UTC,N/A,false,N/A,
Copilot for Project Management: Automate Stakeholder Communications,"If you’re a project or portfolio manager, AI-powered tools like Microsoft Copilot can help you automate a wide variety of previously tedious processes and workflows. Follow along with Microsoft MVP and Microsoft Certified Trainer Heather Severino as she guides you through a step-by-step overview of how to build an AI-generated project communications plan using Microsoft Copilot. From Teams and Outlook to PowerPoint, Forms, Whiteboard, and Excel, this course equips you with the skills you need to leverage Copilot across the entire Microsoft 365 suite.",Course,2026-05-11 20:47 UTC,N/A,false,N/A,
